run_date,name,region,projected_winner,win_prob,rating,lab_proj_vote_share,con_proj_vote_share,ld_proj_vote_share,reform_proj_vote_share,green_proj_vote_share,snp_proj_vote_share,pc_proj_vote_share,oth_proj_vote_share,ni_dup_proj_vote_share,ni_sf_proj_vote_share,ni_alliance_proj_vote_share,ni_sdlp_proj_vote_share,ni_uup_proj_vote_share,ni_tuv_proj_vote_share,lab_win_pct,con_win_pct,ld_win_pct,reform_win_pct,green_win_pct,snp_win_pct,pc_win_pct,oth_win_pct,ni_dup_win_pct,ni_sf_win_pct,ni_alliance_win_pct,ni_sdlp_win_pct,ni_uup_win_pct,ni_tuv_win_pct
2024-07-05,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488776953,Lean Labour,0.3823708345447655,0.06785506830074692,0.05642985678093455,0.04644236023632257,0.1030310973841726,0.3335669985372856,0.0,0.01030378421577217,,,,,,,0.6789676488776953,0.0007414142058251849,0.0007414142058251849,0.0007414142058251849,0.0007414142058251849,0.316583865887354,0.0007414142058251849,0.0007414142058251849,,,,,,
2024-07-06,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488807096,Lean Labour,0.3823708345453171,0.06785506830068823,0.05642985678087221,0.04644236023630425,0.1030310973840999,0.3335669985369534,0.0,0.01030378421576479,,,,,,,0.6789676488807096,0.0007246779934972718,0.0007246779934972718,0.0007246779934972718,0.0007246779934972718,0.3166842831583078,0.0007246779934972718,0.0007246779934972718,,,,,,
2024-07-07,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488837566,Lean Labour,0.3823708345458747,0.06785506830062886,0.05642985678080918,0.04644236023628576,0.1030310973840266,0.3335669985366176,0.0,0.01030378421575734,,,,,,,0.6789676488837566,0.0008892862911807306,0.0008892862911807306,0.0008892862911807306,0.0008892862911807306,0.3156966333691593,0.0008892862911807306,0.0008892862911807306,,,,,,
2024-07-08,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488868331,Lean Labour,0.3823708345464376,0.06785506830056895,0.05642985678074559,0.04644236023626708,0.1030310973839525,0.3335669985362784,0.0,0.01030378421574981,,,,,,,0.6789676488868331,0.0007448546429539826,0.0007448546429539826,0.0007448546429539826,0.0007448546429539826,0.3165632232554426,0.0007448546429539826,0.0007448546429539826,,,,,,
2024-07-09,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488899409,Lean Labour,0.3823708345470063,0.0678550683005084,0.0564298567806814,0.04644236023624821,0.1030310973838776,0.3335669985359359,0.0,0.01030378421574222,,,,,,,0.6789676488899409,0.0009094400881304807,0.0009094400881304807,0.0009094400881304807,0.0009094400881304807,0.3155757105812768,0.0009094400881304807,0.0009094400881304807,,,,,,
2024-07-10,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488930778,Lean Labour,0.3823708345475803,0.06785506830044723,0.05642985678061637,0.04644236023622931,0.103031097383802,0.3335669985355901,0.0,0.01030378421573453,,,,,,,0.6789676488930778,0.0009305285539331099,0.0009305285539331099,0.0009305285539331099,0.0009305285539331099,0.3154491797833243,0.0009305285539331099,0.0009305285539331099,,,,,,
2024-07-11,Edinburgh East and Musselburgh,Scotland,lab,0.6789676488962466,Lean Labour,0.3823708345481602,0.06785506830038558,0.0564298567805508,0.04644236023620996,0.1030310973837257,0.3335669985352409,0.0,0.0103037842157268,,,,,,,0.6789676488962466,0.0007811006109580375,0.0007811006109580375,0.0007811006109580375,0.0007811006109580375,0.3163457474380052,0.0007811006109580375,0.0007811006109580375,,,,,,
2024-07-12,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823045596,Safe Labour,0.4467906944047062,0.05833791342570667,0.04833520131514059,0.05049081786153073,0.1412580776967351,0.2475587704791695,0.0,0.007228524817011335,,,,,,,0.9711196823045596,0.004125759670777413,0.004125759670777413,0.004125759670777413,0.004125759670777413,0.004125759670777413,0.004125759670777413,0.004125759670777413,,,,,,
2024-07-13,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823079602,Safe Labour,0.4467906944072592,0.05833791342532318,0.04833520131480884,0.05049081786161357,0.1412580776977837,0.2475587704763066,0.0,0.007228524816904935,,,,,,,0.9711196823079602,0.004125759670291612,0.004125759670291612,0.004125759670291612,0.004125759670291612,0.004125759670291612,0.004125759670291612,0.004125759670291612,,,,,,
2024-07-14,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823113946,Safe Labour,0.4467906944098375,0.05833791342493599,0.04833520131447369,0.05049081786169707,0.1412580776988428,0.2475587704734154,0.0,0.007228524816797444,,,,,,,0.9711196823113946,0.004125759669800988,0.004125759669800988,0.004125759669800988,0.004125759669800988,0.004125759669800988,0.004125759669800988,0.004125759669800988,,,,,,
2024-07-15,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823148631,Safe Labour,0.4467906944124417,0.05833791342454483,0.04833520131413537,0.05049081786178155,0.1412580776999123,0.2475587704704953,0.0,0.007228524816688925,,,,,,,0.9711196823148631,0.00412575966930548,0.00412575966930548,0.00412575966930548,0.00412575966930548,0.00412575966930548,0.00412575966930548,0.00412575966930548,,,,,,
2024-07-16,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823183667,Safe Labour,0.446790694415072,0.05833791342414978,0.0483352013137936,0.05049081786186678,0.1412580777009926,0.2475587704675459,0.0,0.007228524816579276,,,,,,,0.9711196823183667,0.004125759668804975,0.004125759668804975,0.004125759668804975,0.004125759668804975,0.004125759668804975,0.004125759668804975,0.004125759668804975,,,,,,
2024-07-17,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823219058,Safe Labour,0.4467906944177293,0.05833791342375057,0.04833520131344826,0.05049081786195297,0.1412580777020837,0.2475587704645667,0.0,0.007228524816468539,,,,,,,0.9711196823219058,0.00412575966829938,0.00412575966829938,0.00412575966829938,0.00412575966829938,0.00412575966829938,0.00412575966829938,0.00412575966829938,,,,,,
2024-07-18,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823254793,Safe Labour,0.4467906944204122,0.05833791342334756,0.0483352013130996,0.05049081786203991,0.1412580777031858,0.2475587704615583,0.0,0.007228524816356705,,,,,,,0.9711196823254793,0.004125759667788883,0.004125759667788883,0.004125759667788883,0.004125759667788883,0.004125759667788883,0.004125759667788883,0.004125759667788883,,,,,,
2024-07-19,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823290892,Safe Labour,0.4467906944231224,0.05833791342294058,0.04833520131274744,0.05049081786212785,0.1412580777042987,0.2475587704585193,0.0,0.007228524816243751,,,,,,,0.9711196823290892,0.004125759667273184,0.004125759667273184,0.004125759667273184,0.004125759667273184,0.004125759667273184,0.004125759667273184,0.004125759667273184,,,,,,
2024-07-20,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823327353,Safe Labour,0.4467906944258599,0.05833791342252945,0.04833520131239168,0.05049081786221644,0.141258077705423,0.2475587704554499,0.0,0.007228524816129668,,,,,,,0.9711196823327353,0.004125759666752315,0.004125759666752315,0.004125759666752315,0.004125759666752315,0.004125759666752315,0.004125759666752315,0.004125759666752315,,,,,,
2024-07-21,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823364174,Safe Labour,0.4467906944286242,0.05833791342211427,0.04833520131203255,0.05049081786230615,0.1412580777065584,0.24755877045235,0.0,0.007228524816014431,,,,,,,0.9711196823364174,0.004125759666226293,0.004125759666226293,0.004125759666226293,0.004125759666226293,0.004125759666226293,0.004125759666226293,0.004125759666226293,,,,,,
2024-07-22,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823401361,Safe Labour,0.4467906944314161,0.05833791342169484,0.04833520131166977,0.05049081786239663,0.1412580777077051,0.2475587704492195,0.0,0.007228524815898075,,,,,,,0.9711196823401361,0.00412575966569505,0.00412575966569505,0.00412575966569505,0.00412575966569505,0.00412575966569505,0.00412575966569505,0.00412575966569505,,,,,,
2024-07-23,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823438927,Safe Labour,0.4467906944342364,0.05833791342127133,0.04833520131130315,0.05049081786248804,0.1412580777088635,0.2475587704460569,0.0,0.007228524815780517,,,,,,,0.9711196823438927,0.0041257596651584,0.0041257596651584,0.0041257596651584,0.0041257596651584,0.0041257596651584,0.0041257596651584,0.0041257596651584,,,,,,
2024-07-24,Edinburgh East and Musselburgh,Scotland,lab,0.971119682347686,Safe Labour,0.4467906944370842,0.05833791342084358,0.04833520131093315,0.05049081786258038,0.1412580777100333,0.2475587704428634,0.0,0.007228524815661812,,,,,,,0.971119682347686,0.0041257596646165,0.0041257596646165,0.0041257596646165,0.0041257596646165,0.0041257596646165,0.0041257596646165,0.0041257596646165,,,,,,
2024-07-25,Edinburgh East and Musselburgh,Scotland,lab,0.9711196823515179,Safe Labour,0.4467906944399612,0.05833791342041141,0.04833520131055918,0.05049081786267359,0.1412580777112151,0.2475587704396376,0.0,0.007228524815541888,,,,,,,0.9711196823515179,0.004125759664069082,0.004125759664069082,0.004125759664069082,0.004125759664069082,0.004125759664069082,0.004125759664069082,0.004125759664069082,,,,,,
2024-07-26,Edinburgh East and Musselburgh,Scotland,lab,0.9669110424946308,Safe Labour,0.445131597760371,0.06273408209555287,0.04981957690259122,0.05294550792901995,0.1286372985819246,0.252230281600868,0.0,0.008501655129672351,,,,,,,0.9669110424946308,0.004726993929338702,0.004726993929338702,0.004726993929338702,0.004726993929338702,0.004726993929338702,0.004726993929338702,0.004726993929338702,,,,,,
2024-07-27,Edinburgh East and Musselburgh,Scotland,lab,0.9669110424989047,Safe Labour,0.4451315977632853,0.06273408209525799,0.04981957690225473,0.05294550792920787,0.1286372985827015,0.2522302815977003,0.0,0.008501655129592335,,,,,,,0.9669110424989047,0.004726993928728143,0.004726993928728143,0.004726993928728143,0.004726993928728143,0.004726993928728143,0.004726993928728143,0.004726993928728143,,,,,,
2024-07-28,Edinburgh East and Musselburgh,Scotland,lab,0.966911042503221,Safe Labour,0.4451315977662284,0.06273408209496002,0.04981957690191505,0.05294550792939743,0.1286372985834864,0.2522302815945011,0.0,0.008501655129511515,,,,,,,0.966911042503221,0.004726993928111525,0.004726993928111525,0.004726993928111525,0.004726993928111525,0.004726993928111525,0.004726993928111525,0.004726993928111525,,,,,,
2024-07-29,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425075816,Safe Labour,0.445131597769202,0.062734082094659,0.04981957690157171,0.05294550792958896,0.128637298584279,0.2522302815912694,0.0,0.008501655129429866,,,,,,,0.9669110425075816,0.004726993927488579,0.004726993927488579,0.004726993927488579,0.004726993927488579,0.004726993927488579,0.004726993927488579,0.004726993927488579,,,,,,
2024-07-30,Edinburgh East and Musselburgh,Scotland,lab,0.966911042511985,Safe Labour,0.4451315977722048,0.06273408209435492,0.04981957690122497,0.05294550792978243,0.1286372985850796,0.252230281588006,0.0,0.008501655129347441,,,,,,,0.966911042511985,0.004726993926859526,0.004726993926859526,0.004726993926859526,0.004726993926859526,0.004726993926859526,0.004726993926859526,0.004726993926859526,,,,,,
2024-07-31,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425164322,Safe Labour,0.4451315977752372,0.06273408209404804,0.04981957690087492,0.05294550792997786,0.1286372985858879,0.2522302815847098,0.0,0.008501655129264173,,,,,,,0.9669110425164322,0.004726993926224209,0.004726993926224209,0.004726993926224209,0.004726993926224209,0.004726993926224209,0.004726993926224209,0.004726993926224209,,,,,,
2024-08-01,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425209245,Safe Labour,0.4451315977783004,0.06273408209373799,0.04981957690052135,0.05294550793017514,0.1286372985867047,0.2522302815813803,0.0,0.008501655129180068,,,,,,,0.9669110425209245,0.004726993925582453,0.004726993925582453,0.004726993925582453,0.004726993925582453,0.004726993925582453,0.004726993925582453,0.004726993925582453,,,,,,
2024-08-02,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425254616,Safe Labour,0.4451315977813942,0.0627340820934248,0.04981957690016416,0.05294550793037459,0.1286372985875293,0.2522302815780178,0.0,0.008501655129095106,,,,,,,0.9669110425254616,0.004726993924934304,0.004726993924934304,0.004726993924934304,0.004726993924934304,0.004726993924934304,0.004726993924934304,0.004726993924934304,,,,,,
2024-08-03,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425300439,Safe Labour,0.4451315977845188,0.06273408209310842,0.04981957689980344,0.05294550793057583,0.1286372985883625,0.2522302815746216,0.0,0.008501655129009324,,,,,,,0.9669110425300439,0.004726993924279685,0.004726993924279685,0.004726993924279685,0.004726993924279685,0.004726993924279685,0.004726993924279685,0.004726993924279685,,,,,,
2024-08-04,Edinburgh East and Musselburgh,Scotland,lab,0.9669110425346724,Safe Labour,0.4451315977876751,0.06273408209278887,0.04981957689943907,0.05294550793077903,0.1286372985892038,0.2522302815711914,0.0,0.008501655128922649,,,,,,,0.9669110425346724,0.004726993923618468,0.004726993923618468,0.004726993923618468,0.004726993923618468,0.004726993923618468,0.004726993923618468,0.004726993923618468,,,,,,
2024-08-05,Edinburgh East and Musselburgh,Scotland,lab,0.956201893569303,Safe Labour,0.4328252015497767,0.06320790219773988,0.05041769071893914,0.05297566555274579,0.1357489050525967,0.2534684716461278,0.0,0.01135616328207392,,,,,,,0.956201893569303,0.006256872347242754,0.006256872347242754,0.006256872347242754,0.006256872347242754,0.006256872347242754,0.006256872347242754,0.006256872347242754,,,,,,
2024-08-06,Edinburgh East and Musselburgh,Scotland,lab,0.9562018935747342,Safe Labour,0.4328252015524803,0.06320790219743455,0.05041769071859151,0.05297566555295698,0.1357489050537546,0.2534684716426825,0.0,0.01135616328209944,,,,,,,0.9562018935747342,0.006256872346466867,0.006256872346466867,0.006256872346466867,0.006256872346466867,0.006256872346466867,0.006256872346466867,0.006256872346466867,,,,,,
2024-08-07,Edinburgh East and Musselburgh,Scotland,lab,0.9511239770946822,Safe Labour,0.4287557917816893,0.06557833331387906,0.05201108242753151,0.05392333052007338,0.1349670459943914,0.2548972616910181,0.0,0.009867154271417149,,,,,,,0.9511239770946822,0.006982288986474326,0.006982288986474326,0.006982288986474326,0.006982288986474326,0.006982288986474326,0.006982288986474326,0.006982288986474326,,,,,,
2024-08-08,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260527463,Likely Labour,0.4175838970704924,0.06333889031098486,0.05065753797776119,0.05421407171253043,0.1312361258414312,0.2733733661317561,0.0,0.00959611095504386,,,,,,,0.9151983260527463,0.01211452484960829,0.01211452484960829,0.01211452484960829,0.01211452484960829,0.01211452484960829,0.01211452484960829,0.01211452484960829,,,,,,
2024-08-09,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260600894,Likely Labour,0.4175838970726649,0.06333889031069151,0.05065753797742539,0.0542140717128072,0.1312361258424459,0.2733733661289651,0.0,0.009596110955000065,,,,,,,0.9151983260600894,0.01211452484855927,0.01211452484855927,0.01211452484855927,0.01211452484855927,0.01211452484855927,0.01211452484855927,0.01211452484855927,,,,,,
2024-08-10,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260675043,Likely Labour,0.4175838970748584,0.0633388903103952,0.05065753797708632,0.05421407171308668,0.1312361258434708,0.2733733661261468,0.0,0.009596110954955868,,,,,,,0.9151983260675043,0.01211452484750001,0.01211452484750001,0.01211452484750001,0.01211452484750001,0.01211452484750001,0.01211452484750001,0.01211452484750001,,,,,,
2024-08-11,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260749944,Likely Labour,0.4175838970770745,0.06333889031009582,0.05065753797674379,0.05421407171336892,0.1312361258445056,0.2733733661233001,0.0,0.00959611095491121,,,,,,,0.9151983260749944,0.01211452484642999,0.01211452484642999,0.01211452484642999,0.01211452484642999,0.01211452484642999,0.01211452484642999,0.01211452484642999,,,,,,
2024-08-12,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260825575,Likely Labour,0.4175838970793119,0.06333889030979371,0.05065753797639785,0.05421407171365404,0.1312361258455511,0.2733733661204253,0.0,0.009596110954866113,,,,,,,0.9151983260825575,0.01211452484534955,0.01211452484534955,0.01211452484534955,0.01211452484534955,0.01211452484534955,0.01211452484534955,0.01211452484534955,,,,,,
2024-08-13,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260901971,Likely Labour,0.417583897081572,0.06333889030948835,0.05065753797604849,0.05421407171394196,0.1312361258466071,0.2733733661175216,0.0,0.00959611095482056,,,,,,,0.9151983260901971,0.01211452484425817,0.01211452484425817,0.01211452484425817,0.01211452484425817,0.01211452484425817,0.01211452484425817,0.01211452484425817,,,,,,
2024-08-14,Edinburgh East and Musselburgh,Scotland,lab,0.9151983260979143,Likely Labour,0.4175838970838551,0.06333889030917993,0.05065753797569559,0.05421407171423286,0.1312361258476735,0.2733733661145885,0.0,0.009596110954774547,,,,,,,0.9151983260979143,0.01211452484315572,0.01211452484315572,0.01211452484315572,0.01211452484315572,0.01211452484315572,0.01211452484315572,0.01211452484315572,,,,,,
2024-08-15,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261057077,Likely Labour,0.4175838970861609,0.06333889030886847,0.05065753797533915,0.05421407171452652,0.1312361258487503,0.2733733661116265,0.0,0.009596110954728104,,,,,,,0.9151983261057077,0.01211452484204237,0.01211452484204237,0.01211452484204237,0.01211452484204237,0.01211452484204237,0.01211452484204237,0.01211452484204237,,,,,,
2024-08-16,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261135789,Likely Labour,0.4175838970884894,0.06333889030855397,0.05065753797497929,0.05421407171482309,0.1312361258498385,0.2733733661086346,0.0,0.009596110954681164,,,,,,,0.9151983261135789,0.01211452484091792,0.01211452484091792,0.01211452484091792,0.01211452484091792,0.01211452484091792,0.01211452484091792,0.01211452484091792,,,,,,
2024-08-17,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261215283,Likely Labour,0.417583897090841,0.0633388903082363,0.05065753797461577,0.05421407171512285,0.1312361258509372,0.273373366105613,0.0,0.009596110954633788,,,,,,,0.9151983261215283,0.01211452483978229,0.01211452483978229,0.01211452483978229,0.01211452483978229,0.01211452483978229,0.01211452483978229,0.01211452483978229,,,,,,
2024-08-18,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261295584,Likely Labour,0.4175838970932167,0.0633388903079154,0.05065753797424851,0.0542140717154255,0.1312361258520469,0.2733733661025609,0.0,0.009596110954585908,,,,,,,0.9151983261295584,0.01211452483863513,0.01211452483863513,0.01211452483863513,0.01211452483863513,0.01211452483863513,0.01211452483863513,0.01211452483863513,,,,,,
2024-08-19,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261376684,Likely Labour,0.4175838970956161,0.0633388903075913,0.05065753797387758,0.05421407171573114,0.1312361258531679,0.2733733660994785,0.0,0.009596110954537553,,,,,,,0.9151983261376684,0.01211452483747657,0.01211452483747657,0.01211452483747657,0.01211452483747657,0.01211452483747657,0.01211452483747657,0.01211452483747657,,,,,,
2024-08-20,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261458583,Likely Labour,0.4175838970980392,0.06333889030726389,0.05065753797350302,0.0542140717160398,0.1312361258542996,0.2733733660963658,0.0,0.00959611095448872,,,,,,,0.9151983261458583,0.01211452483630658,0.01211452483630658,0.01211452483630658,0.01211452483630658,0.01211452483630658,0.01211452483630658,0.01211452483630658,,,,,,
2024-08-21,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261541315,Likely Labour,0.4175838971004867,0.06333889030693338,0.05065753797312462,0.05421407171635161,0.1312361258554431,0.2733733660932212,0.0,0.009596110954439399,,,,,,,0.9151983261541315,0.01211452483512468,0.01211452483512468,0.01211452483512468,0.01211452483512468,0.01211452483512468,0.01211452483512468,0.01211452483512468,,,,,,
2024-08-22,Edinburgh East and Musselburgh,Scotland,lab,0.9151983261624885,Likely Labour,0.4175838971029591,0.06333889030659946,0.05065753797274258,0.05421407171666654,0.1312361258565977,0.2733733660900448,0.0,0.009596110954389595,,,,,,,0.9151983261624885,0.01211452483393083,0.01211452483393083,0.01211452483393083,0.01211452483393083,0.01211452483393083,0.01211452483393083,0.01211452483393083,,,,,,
2024-08-23,Edinburgh East and Musselburgh,Scotland,lab,0.915198326170927,Likely Labour,0.4175838971054555,0.06333889030626227,0.05065753797235671,0.05421407171698466,0.1312361258577641,0.2733733660868374,0.0,0.0095961109543393,,,,,,,0.915198326170927,0.01211452483272533,0.01211452483272533,0.01211452483272533,0.01211452483272533,0.01211452483272533,0.01211452483272533,0.01211452483272533,,,,,,
